ICD-O Code	Level	Term Type	Term Type Desc	ICD-O string	NCIm CUI	NCIt Code (if present)	NCIt PT string (Preferred term)
8462/1	Synonym	SY	Synonym	Atypical proliferative papillary serous tumor	C0334362	C4183	Borderline Papillary Serous Cystadenoma
8462/1	Synonym	SY	Synonym	Papillary serous cystadenoma, borderline malignancy	C0334362	C4183	Borderline Papillary Serous Cystadenoma
8462/1	Synonym	SY	Synonym	Papillary serous tumor of low malignant potential	C0334362	C4183	Borderline Papillary Serous Cystadenoma
8463/1	4	PT	Preferred term	Serous surface papillary tumor of borderline malignancy	C1266076		
8470/0	4	PT	Preferred term	Mucinous cystadenoma, NOS	C0010635	C2973	Mucinous Cystadenoma
8470/0	Related	RT	Related term	Mucinous cystic neoplasm with intermediate-grade dysplasia	CL497908		
8470/0	Related	RT	Related term	Mucinous cystic neoplasm with intermediate-grade intraepithelial neoplasia	CL497908		
8470/0	Related	RT	Related term	Mucinous cystic neoplasm with low-grade dysplasia	CL497909		
8470/0	Related	RT	Related term	Mucinous cystic neoplasm with low-grade intraepithelial neoplasia	CL497909		
8470/0	Related	RT	Related term	Mucinous cystic tumor with intermediate dysplasia	CL497908		
8470/0	Related	RT	Related term	Mucinous cystic tumor with low-grade dysplasia	CL497909		
8470/0	Related	RT	Related term	Mucinous cystic tumor with moderate dysplasia	C2063870	C6883	Pancreatic Mucinous-Cystic Neoplasm with Intermediate Grade Dysplasia
8470/0	Synonym	SY	Synonym	Mucinous cystoma	C0010635	C2973	Mucinous Cystadenoma
8470/0	Synonym	SY	Synonym	Pseudomucinous cystadenoma, NOS	C0010635	C2973	Mucinous Cystadenoma
8470/2	4	PT	Preferred term	Mucinous cystadenocarcinoma, non-invasive	C1266078		
8470/2	Related	RT	Related term	Mucinous cystic tumor with high-grade dysplasia	CL497910		
8470/2	Synonym	SY	Synonym	Mucinous cystic neoplasm with high-grade dysplasia	CL497910		
8470/2	Synonym	SY	Synonym	Mucinous cystic neoplasm with high-grade intraepithelial neoplasia	CL497910		
8470/3	4	PT	Preferred term	Mucinous cystadenocarcinoma, NOS	C0206699	C3776	Mucinous Cystadenocarcinoma
8470/3	Related	RT	Related term	Mucinous cystic tumor with an associated invasive carcinoma	CL497911		
8470/3	Synonym	SY	Synonym	Mucinous cystic neoplasm with an associated invasive carcinoma	CL497911		
8470/3	Synonym	SY	Synonym	Pseudomucinous adenocarcinoma	C0206699	C3776	Mucinous Cystadenocarcinoma
8470/3	Synonym	SY	Synonym	Pseudomucinous cystadenocarcinoma, NOS	C0206699	C3776	Mucinous Cystadenocarcinoma
8471/0	4	PT	Preferred term	Papillary mucinous cystadenoma, NOS	C0334363	C4184	Papillary Mucinous Cystadenoma
8471/0	Synonym	SY	Synonym	Papillary pseudomucinous cystadenoma, NOS	C0334363	C4184	Papillary Mucinous Cystadenoma
8471/3	4	PT	Preferred term	Papillary mucinous cystadenocarcinoma	C0334364	C65204	Papillary Mucinous Cystadenocarcinoma
8471/3	Synonym	SY	Synonym	Papillary pseudomucinous cystadenocarcinoma	C0334364	C65204	Papillary Mucinous Cystadenocarcinoma
8472/1	4	PT	Preferred term	Mucinous cystic tumor of borderline malignancy	C0334365		
8472/1	Synonym	SY	Synonym	Atypical proliferative mucinous tumor	C0334365		
8472/1	Synonym	SY	Synonym	Mucinous cystadenoma, borderline malignancy	C0334365		
8472/1	Synonym	SY	Synonym	Mucinous tumor, NOS, of low malignant potential	C0334365		
8472/1	Synonym	SY	Synonym	Pseudomucinous cystadenoma, borderline malignancy	C0334365		
8473/1	4	PT	Preferred term	Papillary mucinous cystadenoma, borderline malignancy	C0334366	C4186	Borderline Papillary Mucinous Cystadenoma
8473/1	Synonym	SY	Synonym	Papillary mucinous tumor of low malignant potential	C0334366	C4186	Borderline Papillary Mucinous Cystadenoma
8473/1	Synonym	SY	Synonym	Papillary pseudomucinous cystadenoma, borderline malignancy	C0334366	C4186	Borderline Papillary Mucinous Cystadenoma
8480/0	4	PT	Preferred term	Mucinous adenoma	C0010635	C2973	Mucinous Cystadenoma
8480/1	4	PT	Preferred term	Low grade appendiceal mucinous neoplasm	C1708747	C42598	Low-Grade Appendiceal Mucinous Neoplasm
8480/3	4	PT	Preferred term	Mucinous adenocarcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Related	RT	Related term	Pseudomyxoma peritonei with unknown primary site	CL017998		
8480/3	Synonym	IS	Inactive (obsolete) synonym	Gelatinous adenocarcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	IS	Inactive (obsolete) synonym	Gelatinous carcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	SY	Synonym	Colloid adenocarcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	SY	Synonym	Colloid carcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	SY	Synonym	Mucinous carcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	SY	Synonym	Mucoid adenocarcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	SY	Synonym	Mucoid carcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	SY	Synonym	Mucous adenocarcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/3	Synonym	SY	Synonym	Mucous carcinoma	C0007130	C26712	Mucinous Adenocarcinoma
8480/6	4	PT	Preferred term	Pseudomyxoma peritonei	C0033822	C3345	Pseudomyxoma Peritonei
8481/3	4	PT	Preferred term	Mucin-producing adenocarcinoma	C0334368	C27379	Mucin-Producing Adenocarcinoma
8481/3	Synonym	SY	Synonym	Mucin-producing carcinoma	CL054990	C27825	Mucin-Producing Carcinoma
8481/3	Synonym	SY	Synonym	Mucin-secreting adenocarcinoma	C0334368	C27379	Mucin-Producing Adenocarcinoma
8481/3	Synonym	SY	Synonym	Mucin-secreting carcinoma	CL054990	C27825	Mucin-Producing Carcinoma
8482/3	4	PT	Preferred term	Mucinous adenocarcinoma, endocervical type	C1266079	C66953	Mucinous Adenocarcinoma, Endocervical Type
8490/3	4	PT	Preferred term	Signet ring cell carcinoma	C0206696	C3774	Signet Ring Cell Carcinoma
8490/3	Related	RT	Related term	Poorly cohesive carcinoma	C0334280	C4127	Diffuse Type Adenocarcinoma
8490/3	Synonym	SY	Synonym	Signet ring cell adenocarcinoma	C0206696	C3774	Signet Ring Cell Carcinoma
8490/6	4	PT	Preferred term	Metastatic signet ring cell carcinoma	C1881801	C66717	Metastatic Signet Ring Cell Carcinoma
8490/6	Related	RT	Related term	Krukenberg tumor	C0022790	C3153	Krukenberg Tumor
850-854	2	HT	Hierarchical term	Ductal and lobular neoplasms	CL018000		
8500/2	4	PT	Preferred term	Intraductal carcinoma, noninfiltrating, NOS	C0007124	C2924	Ductal Breast Carcinoma In Situ
8500/2	Related	RT	Related term	Ductal carcinoma in situ, NOS	C0007124	C2924	Ductal Breast Carcinoma In Situ
8500/2	Synonym	SY	Synonym	DCIS, NOS	C0007124	C2924	Ductal Breast Carcinoma In Situ
8500/2	Synonym	SY	Synonym	DIN 3	C1334002	C7949	High Grade Ductal Breast Carcinoma In Situ
8500/2	Synonym	SY	Synonym	Ductal intraepithelial neoplasia 3	C1334002	C7949	High Grade Ductal Breast Carcinoma In Situ
8500/2	Synonym	SY	Synonym	Intraductal adenocarcinoma, noninfiltrating, NOS	C0007124	C2924	Ductal Breast Carcinoma In Situ
8500/2	Synonym	SY	Synonym	Intraductal carcinoma, NOS	C0007124	C2924	Ductal Breast Carcinoma In Situ
8500/3	4	PT	Preferred term	Infiltrating duct carcinoma, NOS	C1134719	C4194	Invasive Ductal Carcinoma, Not Otherwise Specified
8500/3	Synonym	SY	Synonym	Duct adenocarcinoma, NOS	C1527349	C4017	Ductal Breast Carcinoma
8500/3	Synonym	SY	Synonym	Duct carcinoma, NOS	C1527349	C4017	Ductal Breast Carcinoma
8500/3	Synonym	SY	Synonym	Duct cell carcinoma	C1527349	C4017	Ductal Breast Carcinoma
8500/3	Synonym	SY	Synonym	Ductal carcinoma, NOS	C1527349	C4017	Ductal Breast Carcinoma
8500/3	Synonym	SY	Synonym	Infiltrating duct adenocarcinoma	C1134719	C4194	Invasive Ductal Carcinoma, Not Otherwise Specified
8501/2	4	PT	Preferred term	Comedocarcinoma, noninfiltrating	C0334369		
8501/2	Synonym	SY	Synonym	DCIS, comedo type	C0334369		
8501/2	Synonym	SY	Synonym	Ductal carcinoma in situ, comedo type	C0334369		
8501/3	4	PT	Preferred term	Comedocarcinoma, NOS	C0334370	C4188	Comedocarcinoma
8502/3	4	PT	Preferred term	Secretory carcinoma of breast	C0334371	C4189	Secretory Breast Carcinoma
8502/3	Synonym	SY	Synonym	Juvenile carcinoma of breast	C0334371	C4189	Secretory Breast Carcinoma
8503/0	4	PT	Preferred term	Intraductal papilloma	C0206713	C3785	Intraductal Papilloma
8503/0	Related	RT	Related term	Intracystic papillary neoplasm with low grade intraepithelial neoplasia	C3273093	C96877	Gallbladder Papillary Neoplasm with Low Grade Intraepithelial Neoplasia
8503/0	Related	RT	Related term	Intraductal papillary neoplasm with low grade intraepithelial neoplasia	C3273049	C96807	Bile Duct Papillary Neoplasm with Low Grade Intraepithelial Neoplasia
8503/0	Related	RT	Related term	Intraductal papillary neoplasm, NOS	C1879344	C6881	Bile Duct Papillary Neoplasm
8503/0	Related	RT	Related term	Intraductal tubular-papillary neoplasm, low grade	CL497912		
8503/0	Synonym	SY	Synonym	Duct adenoma, NOS	C0206713	C3785	Intraductal Papilloma
8503/0	Synonym	SY	Synonym	Ductal papilloma	C0206713	C3785	Intraductal Papilloma
8503/0	Synonym	SY	Synonym	Intracystic papillary neoplasm with intermediate grade intraepithelial neoplasia	C0206713	C3785	Intraductal Papilloma
8503/0	Synonym	SY	Synonym	Intraductal papillary neoplasm with intermediate grade neoplasia	C0206713	C3785	Intraductal Papilloma
8503/0	Synonym	SY	Synonym	Intraglandular papillary neoplasm with low grade intraepithelial neoplasia	C0206713	C3785	Intraductal Papilloma
8503/2	4	PT	Preferred term	Noninfiltrating intraductal papillary adenocarcinoma	C0334372	C4190	Intraductal Papillary Breast Carcinoma
8503/2	Related	RT	Related term	Intraductal papillary neoplasm with high grade intraepithelial neoplasia	C3273051	C96809	Bile Duct Papillary Neoplasm with High Grade Intraepithelial Neoplasia
8503/2	Related	RT	Related term	Intraductal tubular-papillary neoplasm, high grade	CL497913		
8503/2	Synonym	SY	Synonym	DCIS, papillary	C0334372	C4190	Intraductal Papillary Breast Carcinoma
8503/2	Synonym	SY	Synonym	Ductal carcinoma in situ, papillary	C0334372	C4190	Intraductal Papillary Breast Carcinoma
8503/2	Synonym	SY	Synonym	Intracystic papillary neoplasm with high grade intraepithelial neoplasia	CL497938		
8503/2	Synonym	SY	Synonym	Intracystic papillary tumor with high grade dysplasia	CL497938		
8503/2	Synonym	SY	Synonym	Intracystic papillary tumor with high grade intraepithelial neoplasia	CL497938		
8503/2	Synonym	SY	Synonym	Intraductal papillary adenocarcinoma, NOS	C0334372	C4190	Intraductal Papillary Breast Carcinoma
8503/2	Synonym	SY	Synonym	Intraductal papillary carcinoma, NOS	C0334372	C4190	Intraductal Papillary Breast Carcinoma
8503/2	Synonym	SY	Synonym	Intraductal papillary neoplasm with high grade dysplasia	CL497938		
8503/2	Synonym	SY	Synonym	Intraductal papillary tumor with high grade dysplasia	CL497938		
8503/2	Synonym	SY	Synonym	Intraductal papillary tumor with high grade intraepithelial neoplasia	CL497938		
8503/2	Synonym	SY	Synonym	Noninfiltrating intraductal papillary carcinoma	C0334372	C4190	Intraductal Papillary Breast Carcinoma
8503/3	4	PT	Preferred term	Intraductal papillary adenocarcinoma with invasion	C0334373	C7439	Intraductal Papillary Adenocarcinoma with Invasion
8503/3	Related	RT	Related term	Intraductal papillary neoplasm with associated invasive carcinoma	C0334373	C7439	Intraductal Papillary Adenocarcinoma with Invasion
8503/3	Synonym	SY	Synonym	Infiltrating and papillary adenocarcinoma	C1321863	C7438	Infiltrating Papillary Adenocarcinoma
8503/3	Synonym	SY	Synonym	Infiltrating papillary adenocarcinoma	C1321863	C7438	Infiltrating Papillary Adenocarcinoma
8503/3	Synonym	SY	Synonym	Intracystic papillary neoplasm with associated invasive carcinoma	CL497940		
8504/0	4	PT	Preferred term	Intracystic papillary adenoma	C0334374	C4191	Intracystic Papilloma
8504/0	Synonym	SY	Synonym	Intracystic papilloma	C0334374	C4191	Intracystic Papilloma
8504/2	4	PT	Preferred term	Noninfiltrating intracystic carcinoma	C0334376	C7645	Intracystic Papillary Breast Carcinoma
8504/3	4	PT	Preferred term	Intracystic carcinoma, NOS	C0334376	C7645	Intracystic Papillary Breast Carcinoma
8504/3	Synonym	SY	Synonym	Intracystic papillary adenocarcinoma	C0334376	C7645	Intracystic Papillary Breast Carcinoma
8505/0	4	PT	Preferred term	Intraductal papillomatosis, NOS	C0334377	C7363	Intraductal Papillomatosis
8505/0	Synonym	SY	Synonym	Diffuse intraductal papillomatosis	C0334377	C7363	Intraductal Papillomatosis
8506/0	4	PT	Preferred term	Adenoma of nipple	C0334378	C4192	Nipple Adenoma
8506/0	Synonym	SY	Synonym	Subareolar duct papillomatosis	C0334378	C4192	Nipple Adenoma
8507/2	4	PT	Preferred term	Intraductal micropapillary carcinoma	CL018003		
8507/2	Related	RT	Related term	Intraductal carcinoma, clinging	C1266080		
8507/2	Synonym	SY	Synonym	Ductal carcinoma in situ, micropapillary	CL018003		
8508/3	4	PT	Preferred term	Cystic hypersecretory carcinoma	C1266081		
8510/3	4	PT	Preferred term	Medullary carcinoma, NOS	C0206693	C66718	Medullary Carcinoma, Not Otherwise Specified
8510/3	Related	RT	Related term	Medullary adenocarcinoma	CL364349		
8512/3	4	PT	Preferred term	Medullary carcinoma with lymphoid stroma	C0334380		
8513/3	4	PT	Preferred term	Atypical medullary carcinoma	C1266082		
8514/3	4	PT	Preferred term	Duct carcinoma, desmoplastic type	C1266083		
8520/2	4	PT	Preferred term	Lobular carcinoma in situ, NOS	C0279563	C4018	Lobular Breast Carcinoma In Situ
8520/2	Synonym	SY	Synonym	LCIS, NOS	C0279563	C4018	Lobular Breast Carcinoma In Situ
8520/2	Synonym	SY	Synonym	Lobular carcinoma, noninfiltrating	C0279563	C4018	Lobular Breast Carcinoma In Situ
8520/3	4	PT	Preferred term	Lobular carcinoma, NOS	C0206692	C3771	Lobular Breast Carcinoma
8520/3	Synonym	SY	Synonym	Infiltrating lobular carcinoma, NOS	C0279565	C7950	Invasive Lobular Breast Carcinoma
8520/3	Synonym	SY	Synonym	Lobular adenocarcinoma	C0206692	C3771	Lobular Breast Carcinoma
8521/3	4	PT	Preferred term	Infiltrating ductular carcinoma	C1134719	C4194	Invasive Ductal Carcinoma, Not Otherwise Specified
8522/2	4	PT	Preferred term	Intraductal carcinoma and lobular carcinoma in situ	C0334383	C4195	Ductal Breast Carcinoma In Situ and Lobular Carcinoma In Situ
8522/3	4	PT	Preferred term	Infiltrating duct and lobular carcinoma	C1334277	C7688	Invasive Ductal and Lobular Carcinoma
8522/3	Related	RT	Related term	Infiltrating duct and lobular carcinoma in situ	C0334384	C7689	Invasive Ductal and Lobular Carcinoma In Situ
8522/3	Related	RT	Related term	Infiltrating lobular carcinoma and ductal carcinoma in situ	CL018755	C6939	Ductal Breast Carcinoma In Situ and Invasive Lobular Carcinoma
8522/3	Related	RT	Related term	Intraductal and lobular carcinoma	CL028597	C7690	Intraductal and Lobular Carcinoma
8522/3	Synonym	SY	Synonym	Lobular and ductal carcinoma	CL007210	C5160	Mixed Lobular and Ductal Breast Carcinoma
8523/3	4	PT	Preferred term	Infiltrating duct mixed with other types of carcinoma	C1266084		
8523/3	Related	RT	Related term	Infiltrating duct and colloid carcinoma	CL497914		
8523/3	Related	RT	Related term	Infiltrating duct and cribriform carcinoma	CL497915		
8523/3	Related	RT	Related term	Infiltrating duct and mucinous carcinoma	CL497916		
8523/3	Related	RT	Related term	Infiltrating duct and tubular carcinoma	CL497917		
8524/3	4	PT	Preferred term	Infiltrating lobular mixed with other types of carcinoma	C1266085		
8525/3	4	PT	Preferred term	Polymorphous low grade adenocarcinoma	C1266086		
8525/3	Synonym	SY	Synonym	Terminal duct adenocarcinoma	C1266086		
8530/3	4	PT	Preferred term	Inflammatory carcinoma	C0334385		
8530/3	Synonym	SY	Synonym	Inflammatory adenocarcinoma	C0334385		
8540/3	4	PT	Preferred term	Paget disease, mammary	C0030185	C47857	Paget Disease of the Breast
8540/3	Synonym	SY	Synonym	Paget disease of breast	C0030185	C47857	Paget Disease of the Breast
8541/3	4	PT	Preferred term	Paget disease and infiltrating duct carcinoma of breast	C0334386		
8542/3	4	PT	Preferred term	Paget disease, extramammary	C0030186	C3302	Extramammary Paget Disease
8543/3	4	PT	Preferred term	Paget disease and intraductal carcinoma of breast	C0279566	C4019	Paget Disease and Intraductal Carcinoma of the Breast
855	2	HT	Hierarchical term	Acinar cell neoplasms	C0334390	C4197	Acinar Cell Neoplasm
8550/0	4	PT	Preferred term	Acinar cell adenoma	C0334389	C4196	Acinar Cell Adenoma
8550/0	Synonym	SY	Synonym	Acinar adenoma	C0334389	C4196	Acinar Cell Adenoma
8550/0	Synonym	SY	Synonym	Acinic cell adenoma	C0334389	C4196	Acinar Cell Adenoma
8550/1	4	OP	Obsolete preferred term	Acinar cell tumor	C0334390	C4197	Acinar Cell Neoplasm
8550/1	Synonym	IS	Inactive (obsolete) synonym	Acinic cell tumor	C0206685	C3768	Acinar Cell Carcinoma
8550/3	4	PT	Preferred term	Acinar cell carcinoma	C0206685	C3768	Acinar Cell Carcinoma
8550/3	Synonym	SY	Synonym	Acinar adenocarcinoma	C0206685	C3768	Acinar Cell Carcinoma
8550/3	Synonym	SY	Synonym	Acinar carcinoma	C0206685	C3768	Acinar Cell Carcinoma
8550/3	Synonym	SY	Synonym	Acinic cell adenocarcinoma	C0206685	C3768	Acinar Cell Carcinoma
8551/3	4	PT	Preferred term	Acinar cell cystadenocarcinoma	C1266087	C5727	Pancreatic Acinar Cell Cystadenocarcinoma
8552/3	4	PT	Preferred term	Mixed acinar-ductal carcinoma	C3472609		
856-857	2	HT	Hierarchical term	Complex epithelial neoplasms	C0334391	C4198	Complex Epithelial Neoplasm
8560/0	4	PT	Preferred term	Mixed squamous cell and glandular papilloma	C1314684		
8560/3	4	PT	Preferred term	Adenosquamous carcinoma	C0206623	C3727	Adenosquamous Carcinoma
8560/3	Synonym	SY	Synonym	Mixed adenocarcinoma and epidermoid carcinoma	C0206623	C3727	Adenosquamous Carcinoma
8560/3	Synonym	SY	Synonym	Mixed adenocarcinoma and squamous cell carcinoma	C0206623	C3727	Adenosquamous Carcinoma
8561/0	4	PT	Preferred term	Adenolymphoma	C0001429	C2854	Warthin Tumor
8561/0	Synonym	SY	Synonym	Papillary cystadenoma lymphomatosum	C0001429	C2854	Warthin Tumor
8561/0	Synonym	SY	Synonym	Warthin tumor	C0001429	C2854	Warthin Tumor
8562/3	4	PT	Preferred term	Epithelial-myoepithelial carcinoma	C0334392	C4199	Epithelial-Myoepithelial Carcinoma
8570/3	4	PT	Preferred term	Adenocarcinoma with squamous metaplasia	C0334393	C4200	Adenocarcinoma with Squamous Metaplasia
8570/3	Synonym	SY	Synonym	Adenoacanthoma	C0334393	C4200	Adenocarcinoma with Squamous Metaplasia
8571/3	4	PT	Preferred term	Adenocarcinoma with cartilaginous and osseous metaplasia	C0334394	C7683	Adenocarcinoma with Cartilaginous and Osseous Metaplasia
8571/3	Synonym	SY	Synonym	Adenocarcinoma with cartilaginous metaplasia	C1377647	C7685	Adenocarcinoma with Cartilaginous Metaplasia
8571/3	Synonym	SY	Synonym	Adenocarcinoma with osseous metaplasia	C1377648	C7684	Adenocarcinoma with Osseous Metaplasia
8572/3	4	PT	Preferred term	Adenocarcinoma with spindle cell metaplasia	C0334395	C4201	Adenocarcinoma with Spindle Cell Metaplasia
8573/3	4	PT	Preferred term	Adenocarcinoma with apocrine metaplasia	C0334396	C4202	Adenocarcinoma with Apocrine Metaplasia
8573/3	Synonym	SY	Synonym	Carcinoma with apocrine metaplasia	C0334396	C4202	Adenocarcinoma with Apocrine Metaplasia
8574/3	4	PT	Preferred term	Adenocarcinoma with neuroendocrine differentiation	C1266088	C66745	Adenocarcinoma with Neuroendocrine Differentiation
8574/3	Synonym	SY	Synonym	Carcinoma with neuroendocrine differentiation	C1266088	C66745	Adenocarcinoma with Neuroendocrine Differentiation
8575/3	4	PT	Preferred term	Metaplastic carcinoma, NOS	C1266089	C27949	Metaplastic Carcinoma
8576/3	4	PT	Preferred term	Hepatoid adenocarcinoma	C1266090	C66950	Hepatoid Adenocarcinoma
8576/3	Synonym	SY	Synonym	Hepatoid carcinoma	C1266090	C66950	Hepatoid Adenocarcinoma
858	2	HT	Hierarchical term	Thymic epithelial neoplasms	C1266101	C6450	Thymus Epithelial Neoplasm
8580/0	4	PT	Preferred term	Thymoma, benign	C0040101	C66746	Benign Thymoma
8580/1	4	PT	Preferred term	Thymoma, NOS	C0040100	C3411	Thymoma
8580/3	4	PT	Preferred term	Thymoma, malignant, NOS	CL371354	C7612	Malignant Thymoma
8581/1	4	PT	Preferred term	Thymoma, type A, NOS	C1266091	C6454	Thymoma Type A
8581/1	Synonym	SY	Synonym	Thymoma, medullary, NOS	C1266091	C6454	Thymoma Type A
8581/1	Synonym	SY	Synonym	Thymoma, spindle cell, NOS	C1266091	C6454	Thymoma Type A
8581/3	4	PT	Preferred term	Thymoma, type A, malignant	C0279707	C7999	Malignant Type A Thymoma
8581/3	Synonym	SY	Synonym	Thymoma, medullary, malignant	C0279707	C7999	Malignant Type A Thymoma
8581/3	Synonym	SY	Synonym	Thymoma, spindle cell, malignant	C0279707	C7999	Malignant Type A Thymoma
8582/1	4	PT	Preferred term	Thymoma, type AB, NOS	C1266092	C6885	Thymoma Type AB
8582/1	Synonym	SY	Synonym	Thymoma, mixed type, NOS	C1266092	C6885	Thymoma Type AB
